TransactionID,item1,item2,item3,item4,item5,item6,item7
455,olives,sarsaparilla,coke,turkey,gelato,moscato,apples
456,pretzels,peroni,chicken,coke,gelato,ham,peppers
457,risotto,tuna,avocado,hummus,peroni,pretzels,apples
458,avocado,crackers,hummus,peroni,ham,steak,steak
459,pretzels,peroni,chicken,coke,gelato,turkey,sarsaparilla
460,olives,sarsaparilla,coke,turkey,gelato,hummus,peroni
461,soda,olives,sarsaparilla,crackers,peroni,chicken,risotto
462,pretzels,peroni,chicken,coke,gelato,apples,crackers
463,risotto,pretzels,apples,peppers,avocado,peroni,prosciutto
464,risotto,soda,tuna,crackers,peroni,ham,pretzels
465,risotto,pretzels,apples,peppers,avocado,tuna,soda
466,avocado,crackers,hummus,peroni,ham,turkey,gelato
467,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,ham
468,olives,sarsaparilla,coke,turkey,gelato,crackers,risotto
469,risotto,soda,tuna,crackers,peroni,prosciutto,gelato
470,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,hummus
471,risotto,soda,tuna,crackers,peroni,prosciutto,ham
472,soda,olives,sarsaparilla,crackers,peroni,gelato,turkey
473,risotto,pretzels,apples,peppers,avocado,prosciutto,olives
474,soda,olives,sarsaparilla,crackers,peroni,hummus,ham
475,tuna,prosciutto,apples,olives,steak,peppers,sarsaparilla
476,soda,olives,sarsaparilla,crackers,peroni,peppers,hummus
477,tuna,prosciutto,olives,ham,turkey,moscato,risotto
478,avocado,crackers,hummus,peroni,ham,pretzels,gelato
479,risotto,soda,tuna,crackers,peroni,steak,steak
480,avocado,crackers,hummus,peroni,ham,tuna,peppers
481,olives,sarsaparilla,coke,turkey,gelato,chicken,chicken
482,tuna,prosciutto,apples,olives,steak,chicken,gelato
483,tuna,prosciutto,olives,ham,turkey,avocado,apples
484,risotto,soda,tuna,crackers,peroni,steak,ham
485,tuna,prosciutto,olives,ham,turkey,coke,gelato
486,risotto,pretzels,apples,peppers,avocado,sarsaparilla,crackers
487,risotto,soda,tuna,crackers,peroni,steak,avocado
488,tuna,prosciutto,apples,olives,steak,chicken,turkey
489,risotto,soda,tuna,crackers,peroni,prosciutto,turkey
490,pretzels,peroni,chicken,coke,gelato,ham,prosciutto
491,tuna,prosciutto,olives,ham,turkey,moscato,peppers
492,prosciutto,peppers,sarsaparilla,crackers,chicken,gelato,tuna
493,tuna,prosciutto,apples,olives,steak,avocado,peppers
494,tuna,prosciutto,apples,olives,steak,hummus,gelato
495,pretzels,peroni,chicken,coke,gelato,olives,sarsaparilla
496,avocado,crackers,hummus,peroni,ham,sarsaparilla,soda
497,prosciutto,peppers,sarsaparilla,crackers,chicken,olives,hummus
498,risotto,tuna,avocado,hummus,peroni,olives,apples
499,pretzels,peroni,chicken,coke,gelato,avocado,peppers
500,tuna,prosciutto,olives,ham,turkey,steak,apples
501,pretzels,peroni,chicken,coke,gelato,tuna,tuna
502,pretzels,peroni,chicken,coke,gelato,apples,prosciutto
503,tuna,prosciutto,apples,olives,steak,turkey,gelato
504,risotto,tuna,avocado,hummus,peroni,apples,peppers
505,pretzels,peroni,chicken,coke,gelato,risotto,tuna
506,soda,olives,sarsaparilla,crackers,peroni,chicken,gelato
507,risotto,pretzels,apples,peppers,avocado,turkey,ham
508,risotto,soda,tuna,crackers,peroni,hummus,turkey
509,risotto,tuna,avocado,hummus,peroni,crackers,chicken
510,avocado,crackers,hummus,peroni,ham,gelato,prosciutto
511,olives,sarsaparilla,coke,turkey,gelato,peroni,steak
512,risotto,pretzels,apples,peppers,avocado,steak,peroni
513,avocado,crackers,hummus,peroni,ham,coke,apples
514,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,avocado
515,soda,olives,sarsaparilla,crackers,peroni,tuna,steak
516,olives,sarsaparilla,coke,turkey,gelato,risotto,chicken
517,risotto,soda,tuna,crackers,peroni,pretzels,olives
518,olives,sarsaparilla,coke,turkey,gelato,tuna,peroni
519,soda,olives,sarsaparilla,crackers,peroni,peppers,ham
520,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,pretzels
521,pretzels,peroni,chicken,coke,gelato,soda,risotto
522,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,coke
523,pretzels,peroni,chicken,coke,gelato,hummus,sarsaparilla
524,olives,sarsaparilla,coke,turkey,gelato,avocado,pretzels
525,risotto,pretzels,apples,peppers,avocado,crackers,crackers
526,avocado,crackers,hummus,peroni,ham,peppers,coke
527,tuna,prosciutto,apples,olives,steak,moscato,avocado
528,risotto,tuna,avocado,hummus,peroni,peppers,ham
529,risotto,pretzels,apples,peppers,avocado,peroni,ham
530,risotto,tuna,avocado,hummus,peroni,sarsaparilla,chicken
531,risotto,soda,tuna,crackers,peroni,pretzels,hummus
532,pretzels,peroni,chicken,coke,gelato,hummus,turkey
533,prosciutto,peppers,sarsaparilla,crackers,chicken,tuna,hummus
534,soda,olives,sarsaparilla,crackers,peroni,gelato,gelato
535,risotto,pretzels,apples,peppers,avocado,prosciutto,crackers
536,olives,sarsaparilla,coke,turkey,gelato,hummus,crackers
537,avocado,crackers,hummus,peroni,ham,peppers,steak
538,tuna,prosciutto,olives,ham,turkey,sarsaparilla,pretzels
539,avocado,crackers,hummus,peroni,ham,peppers,gelato
540,olives,sarsaparilla,coke,turkey,gelato,steak,ham
541,risotto,tuna,avocado,hummus,peroni,coke,gelato
542,soda,olives,sarsaparilla,crackers,peroni,turkey,tuna
543,tuna,prosciutto,apples,olives,steak,ham,risotto
544,tuna,prosciutto,olives,ham,turkey,peroni,soda
545,tuna,prosciutto,olives,ham,turkey,peppers,risotto
546,tuna,prosciutto,olives,ham,turkey,coke,sarsaparilla
547,tuna,prosciutto,apples,olives,steak,pretzels,turkey
548,soda,olives,sarsaparilla,crackers,peroni,apples,hummus
549,tuna,prosciutto,olives,ham,turkey,peroni,crackers
550,avocado,crackers,hummus,peroni,ham,olives,coke
551,tuna,prosciutto,apples,olives,steak,soda,coke
552,risotto,tuna,avocado,hummus,peroni,ham,gelato
553,risotto,tuna,avocado,hummus,peroni,gelato,steak
554,risotto,soda,tuna,crackers,peroni,peppers,coke
555,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,pretzels
556,pretzels,peroni,chicken,coke,gelato,olives,ham
557,tuna,prosciutto,apples,olives,steak,avocado,ham
558,tuna,prosciutto,apples,olives,steak,moscato,hummus
559,tuna,prosciutto,olives,ham,turkey,sarsaparilla,crackers
560,risotto,soda,tuna,crackers,peroni,pretzels,avocado
561,pretzels,peroni,chicken,coke,gelato,moscato,steak
562,avocado,crackers,hummus,peroni,ham,moscato,gelato
563,pretzels,peroni,chicken,coke,gelato,soda,ham
564,tuna,prosciutto,olives,ham,turkey,risotto,hummus
565,risotto,tuna,avocado,hummus,peroni,peppers,peppers
566,risotto,pretzels,apples,peppers,avocado,prosciutto,olives
567,risotto,pretzels,apples,peppers,avocado,soda,olives
568,risotto,soda,tuna,crackers,peroni,chicken,olives
569,risotto,soda,tuna,crackers,peroni,sarsaparilla,pretzels
570,pretzels,peroni,chicken,coke,gelato,sarsaparilla,soda
571,risotto,soda,tuna,crackers,peroni,olives,avocado
572,pretzels,peroni,chicken,coke,gelato,avocado,olives
573,avocado,crackers,hummus,peroni,ham,sarsaparilla,gelato
574,risotto,soda,tuna,crackers,peroni,chicken,steak
575,tuna,prosciutto,olives,ham,turkey,hummus,steak
576,risotto,soda,tuna,crackers,peroni,apples,steak
577,risotto,pretzels,apples,peppers,avocado,turkey,prosciutto
578,olives,sarsaparilla,coke,turkey,gelato,moscato,prosciutto
579,pretzels,peroni,chicken,coke,gelato,hummus,steak
580,soda,olives,sarsaparilla,crackers,peroni,moscato,chicken
581,prosciutto,peppers,sarsaparilla,crackers,chicken,coke,soda
582,tuna,prosciutto,olives,ham,turkey,soda,crackers
583,tuna,prosciutto,apples,olives,steak,risotto,peppers
584,risotto,pretzels,apples,peppers,avocado,tuna,gelato
585,prosciutto,peppers,sarsaparilla,crackers,chicken,moscato,gelato
586,prosciutto,peppers,sarsaparilla,crackers,chicken,steak,risotto
587,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,ham
588,risotto,pretzels,apples,peppers,avocado,hummus,crackers
589,prosciutto,peppers,sarsaparilla,crackers,chicken,apples,risotto
590,risotto,pretzels,apples,peppers,avocado,sarsaparilla,sarsaparilla
591,tuna,prosciutto,olives,ham,turkey,sarsaparilla,peppers
592,olives,sarsaparilla,coke,turkey,gelato,peppers,soda
593,tuna,prosciutto,apples,olives,steak,sarsaparilla,avocado
594,avocado,crackers,hummus,peroni,ham,turkey,tuna
595,prosciutto,peppers,sarsaparilla,crackers,chicken,ham,steak
596,pretzels,peroni,chicken,coke,gelato,crackers,risotto
597,pretzels,peroni,chicken,coke,gelato,olives,peppers
598,risotto,soda,tuna,crackers,peroni,hummus,peppers
599,risotto,pretzels,apples,peppers,avocado,steak,olives
600,risotto,soda,tuna,crackers,peroni,chicken,chicken
601,soda,olives,sarsaparilla,crackers,peroni,steak,tuna
602,olives,sarsaparilla,coke,turkey,gelato,prosciutto,apples
603,tuna,prosciutto,apples,olives,steak,hummus,pretzels
604,olives,sarsaparilla,coke,turkey,gelato,ham,apples
605,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,steak
606,pretzels,peroni,chicken,coke,gelato,moscato,sarsaparilla
607,tuna,prosciutto,apples,olives,steak,sarsaparilla,coke
608,pretzels,peroni,chicken,coke,gelato,peppers,sarsaparilla
609,prosciutto,peppers,sarsaparilla,crackers,chicken,ham,steak
610,tuna,prosciutto,olives,ham,turkey,coke,crackers
611,pretzels,peroni,chicken,coke,gelato,avocado,olives
612,pretzels,peroni,chicken,coke,gelato,prosciutto,turkey
613,risotto,tuna,avocado,hummus,peroni,chicken,apples
614,avocado,crackers,hummus,peroni,ham,risotto,coke
615,soda,olives,sarsaparilla,crackers,peroni,tuna,peppers
616,olives,sarsaparilla,coke,turkey,gelato,pretzels,steak
617,soda,olives,sarsaparilla,crackers,peroni,peppers,chicken
618,soda,olives,sarsaparilla,crackers,peroni,tuna,coke
619,soda,olives,sarsaparilla,crackers,peroni,prosciutto,steak
620,tuna,prosciutto,apples,olives,steak,avocado,peppers
621,olives,sarsaparilla,coke,turkey,gelato,peppers,peppers
622,olives,sarsaparilla,coke,turkey,gelato,tuna,hummus
623,prosciutto,peppers,sarsaparilla,crackers,chicken,turkey,apples
624,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,coke
625,soda,olives,sarsaparilla,crackers,peroni,tuna,coke
626,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,hummus
627,olives,sarsaparilla,coke,turkey,gelato,moscato,crackers
628,risotto,soda,tuna,crackers,peroni,apples,olives
629,risotto,tuna,avocado,hummus,peroni,gelato,pretzels
630,risotto,tuna,avocado,hummus,peroni,chicken,turkey
631,risotto,soda,tuna,crackers,peroni,peppers,chicken
632,soda,olives,sarsaparilla,crackers,peroni,peppers,turkey
633,olives,sarsaparilla,coke,turkey,gelato,pretzels,apples
634,prosciutto,peppers,sarsaparilla,crackers,chicken,moscato,gelato
635,risotto,pretzels,apples,peppers,avocado,gelato,gelato
636,risotto,tuna,avocado,hummus,peroni,apples,soda
637,tuna,prosciutto,olives,ham,turkey,risotto,sarsaparilla
638,risotto,soda,tuna,crackers,peroni,coke,gelato
639,risotto,tuna,avocado,hummus,peroni,olives,prosciutto
640,avocado,crackers,hummus,peroni,ham,pretzels,pretzels
641,tuna,prosciutto,apples,olives,steak,pretzels,chicken
642,risotto,pretzels,apples,peppers,avocado,moscato,hummus
643,avocado,crackers,hummus,peroni,ham,pretzels,steak
644,risotto,soda,tuna,crackers,peroni,turkey,hummus
645,pretzels,peroni,chicken,coke,gelato,risotto,hummus
646,soda,olives,sarsaparilla,crackers,peroni,steak,chicken
647,risotto,pretzels,apples,peppers,avocado,steak,sarsaparilla
648,soda,olives,sarsaparilla,crackers,peroni,ham,turkey
649,soda,olives,sarsaparilla,crackers,peroni,steak,risotto
650,avocado,crackers,hummus,peroni,ham,sarsaparilla,apples
651,olives,sarsaparilla,coke,turkey,gelato,soda,pretzels
652,risotto,soda,tuna,crackers,peroni,prosciutto,avocado
653,olives,sarsaparilla,coke,turkey,gelato,steak,hummus
654,tuna,prosciutto,olives,ham,turkey,gelato,gelato
655,olives,sarsaparilla,coke,turkey,gelato,chicken,crackers
656,risotto,tuna,avocado,hummus,peroni,coke,ham
657,soda,olives,sarsaparilla,crackers,peroni,apples,hummus
658,risotto,pretzels,apples,peppers,avocado,steak,coke
659,avocado,crackers,hummus,peroni,ham,tuna,chicken
660,olives,sarsaparilla,coke,turkey,gelato,moscato,apples
661,tuna,prosciutto,apples,olives,steak,chicken,hummus
662,pretzels,peroni,chicken,coke,gelato,crackers,apples
663,tuna,prosciutto,apples,olives,steak,crackers,peppers
664,risotto,soda,tuna,crackers,peroni,olives,apples
665,tuna,prosciutto,apples,olives,steak,gelato,soda
666,risotto,tuna,avocado,hummus,peroni,gelato,soda
667,risotto,pretzels,apples,peppers,avocado,gelato,sarsaparilla
668,risotto,tuna,avocado,hummus,peroni,moscato,peppers
669,prosciutto,peppers,sarsaparilla,crackers,chicken,steak,risotto
670,prosciutto,peppers,sarsaparilla,crackers,chicken,apples,peroni
671,olives,sarsaparilla,coke,turkey,gelato,pretzels,peppers
672,tuna,prosciutto,olives,ham,turkey,sarsaparilla,peroni
673,olives,sarsaparilla,coke,turkey,gelato,peppers,steak
674,risotto,tuna,avocado,hummus,peroni,pretzels,prosciutto
675,olives,sarsaparilla,coke,turkey,gelato,risotto,steak
676,soda,olives,sarsaparilla,crackers,peroni,pretzels,coke
677,tuna,prosciutto,apples,olives,steak,pretzels,peppers
678,pretzels,peroni,chicken,coke,gelato,ham,avocado
679,avocado,crackers,hummus,peroni,ham,apples,gelato
680,prosciutto,peppers,sarsaparilla,crackers,chicken,avocado,soda
681,tuna,prosciutto,olives,ham,turkey,apples,avocado
682,soda,olives,sarsaparilla,crackers,peroni,prosciutto,apples
683,tuna,prosciutto,apples,olives,steak,gelato,hummus
684,prosciutto,peppers,sarsaparilla,crackers,chicken,steak,steak
685,prosciutto,peppers,sarsaparilla,crackers,chicken,moscato,gelato
686,risotto,soda,tuna,crackers,peroni,olives,gelato
687,risotto,pretzels,apples,peppers,avocado,soda,olives
688,soda,olives,sarsaparilla,crackers,peroni,tuna,chicken
689,tuna,prosciutto,apples,olives,steak,gelato,risotto
690,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,hummus
691,risotto,tuna,avocado,hummus,peroni,turkey,steak
692,tuna,prosciutto,apples,olives,steak,avocado,peppers
693,risotto,pretzels,apples,peppers,avocado,coke,chicken
694,risotto,tuna,avocado,hummus,peroni,pretzels,apples
695,risotto,soda,tuna,crackers,peroni,peppers,chicken
696,olives,sarsaparilla,coke,turkey,gelato,steak,steak
697,avocado,crackers,hummus,peroni,ham,peppers,prosciutto
698,soda,olives,sarsaparilla,crackers,peroni,moscato,hummus
699,risotto,soda,tuna,crackers,peroni,chicken,turkey
700,soda,olives,sarsaparilla,crackers,peroni,hummus,tuna
701,risotto,pretzels,apples,peppers,avocado,tuna,sarsaparilla
702,avocado,crackers,hummus,peroni,ham,coke,pretzels
703,risotto,pretzels,apples,peppers,avocado,sarsaparilla,soda
704,prosciutto,peppers,sarsaparilla,crackers,chicken,avocado,pretzels
705,pretzels,peroni,chicken,coke,gelato,hummus,sarsaparilla
706,risotto,tuna,avocado,hummus,peroni,apples,soda
707,avocado,crackers,hummus,peroni,ham,prosciutto,peppers
708,prosciutto,peppers,sarsaparilla,crackers,chicken,steak,soda
709,risotto,tuna,avocado,hummus,peroni,moscato,crackers
710,avocado,crackers,hummus,peroni,ham,gelato,olives
711,tuna,prosciutto,olives,ham,turkey,crackers,chicken
712,pretzels,peroni,chicken,coke,gelato,risotto,olives
713,pretzels,peroni,chicken,coke,gelato,hummus,hummus
714,tuna,prosciutto,olives,ham,turkey,peroni,crackers
715,tuna,prosciutto,apples,olives,steak,pretzels,chicken
716,avocado,crackers,hummus,peroni,ham,prosciutto,olives
717,olives,sarsaparilla,coke,turkey,gelato,ham,hummus
718,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,peroni
719,tuna,prosciutto,olives,ham,turkey,peppers,apples
720,tuna,prosciutto,olives,ham,turkey,peroni,peroni
721,olives,sarsaparilla,coke,turkey,gelato,ham,risotto
722,risotto,tuna,avocado,hummus,peroni,prosciutto,steak
723,risotto,soda,tuna,crackers,peroni,avocado,steak
724,olives,sarsaparilla,coke,turkey,gelato,peroni,risotto
725,tuna,prosciutto,olives,ham,turkey,crackers,avocado
726,avocado,crackers,hummus,peroni,ham,peppers,prosciutto
727,soda,olives,sarsaparilla,crackers,peroni,avocado,avocado
728,risotto,soda,tuna,crackers,peroni,hummus,turkey
729,olives,sarsaparilla,coke,turkey,gelato,crackers,risotto
730,pretzels,peroni,chicken,coke,gelato,risotto,steak
731,risotto,tuna,avocado,hummus,peroni,olives,crackers
732,tuna,prosciutto,olives,ham,turkey,chicken,pretzels
733,avocado,crackers,hummus,peroni,ham,apples,risotto
734,soda,olives,sarsaparilla,crackers,peroni,steak,prosciutto
735,tuna,prosciutto,olives,ham,turkey,moscato,steak
736,risotto,soda,tuna,crackers,peroni,moscato,peppers
737,olives,sarsaparilla,coke,turkey,gelato,peppers,peppers
738,avocado,crackers,hummus,peroni,ham,turkey,prosciutto
739,risotto,tuna,avocado,hummus,peroni,chicken,sarsaparilla
740,prosciutto,peppers,sarsaparilla,crackers,chicken,steak,gelato
741,soda,olives,sarsaparilla,crackers,peroni,gelato,peppers
742,risotto,soda,tuna,crackers,peroni,coke,coke
743,tuna,prosciutto,apples,olives,steak,pretzels,crackers
744,risotto,soda,tuna,crackers,peroni,olives,apples
745,avocado,crackers,hummus,peroni,ham,moscato,olives
746,tuna,prosciutto,apples,olives,steak,moscato,ham
747,risotto,tuna,avocado,hummus,peroni,apples,sarsaparilla
748,soda,olives,sarsaparilla,crackers,peroni,peppers,steak
749,risotto,soda,tuna,crackers,peroni,olives,avocado
750,olives,sarsaparilla,coke,turkey,gelato,risotto,apples
751,soda,olives,sarsaparilla,crackers,peroni,turkey,tuna
752,risotto,tuna,avocado,hummus,peroni,prosciutto,crackers
753,tuna,prosciutto,apples,olives,steak,ham,peroni
754,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,peroni
755,risotto,soda,tuna,crackers,peroni,avocado,steak
756,tuna,prosciutto,olives,ham,turkey,steak,avocado
757,pretzels,peroni,chicken,coke,gelato,soda,hummus
758,olives,sarsaparilla,coke,turkey,gelato,steak,peroni
759,tuna,prosciutto,apples,olives,steak,hummus,chicken
760,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,tuna
761,pretzels,peroni,chicken,coke,gelato,ham,ham
762,pretzels,peroni,chicken,coke,gelato,tuna,prosciutto
763,pretzels,peroni,chicken,coke,gelato,apples,apples
764,prosciutto,peppers,sarsaparilla,crackers,chicken,apples,olives
765,tuna,prosciutto,olives,ham,turkey,sarsaparilla,chicken
766,soda,olives,sarsaparilla,crackers,peroni,coke,apples
767,risotto,pretzels,apples,peppers,avocado,hummus,hummus
768,risotto,soda,tuna,crackers,peroni,hummus,avocado
769,risotto,pretzels,apples,peppers,avocado,peroni,coke
770,tuna,prosciutto,olives,ham,turkey,risotto,avocado
771,soda,olives,sarsaparilla,crackers,peroni,moscato,gelato
772,risotto,pretzels,apples,peppers,avocado,ham,tuna
773,tuna,prosciutto,olives,ham,turkey,peroni,pretzels
774,avocado,crackers,hummus,peroni,ham,tuna,olives
775,soda,olives,sarsaparilla,crackers,peroni,peppers,hummus
776,risotto,pretzels,apples,peppers,avocado,prosciutto,coke
777,pretzels,peroni,chicken,coke,gelato,apples,ham
778,prosciutto,peppers,sarsaparilla,crackers,chicken,coke,tuna
779,risotto,tuna,avocado,hummus,peroni,moscato,crackers
780,olives,sarsaparilla,coke,turkey,gelato,apples,hummus
781,risotto,tuna,avocado,hummus,peroni,steak,steak
782,risotto,soda,tuna,crackers,peroni,ham,pretzels
783,tuna,prosciutto,olives,ham,turkey,peppers,gelato
784,soda,olives,sarsaparilla,crackers,peroni,tuna,risotto
785,risotto,tuna,avocado,hummus,peroni,coke,steak
786,pretzels,peroni,chicken,coke,gelato,sarsaparilla,hummus
787,soda,olives,sarsaparilla,crackers,peroni,gelato,gelato
788,avocado,crackers,hummus,peroni,ham,turkey,tuna
789,tuna,prosciutto,apples,olives,steak,moscato,crackers
790,tuna,prosciutto,olives,ham,turkey,peroni,sarsaparilla
791,risotto,soda,tuna,crackers,peroni,gelato,apples
792,pretzels,peroni,chicken,coke,gelato,moscato,turkey
793,olives,sarsaparilla,coke,turkey,gelato,pretzels,ham
794,olives,sarsaparilla,coke,turkey,gelato,tuna,crackers
795,tuna,prosciutto,apples,olives,steak,risotto,gelato
796,risotto,soda,tuna,crackers,peroni,moscato,gelato
797,avocado,crackers,hummus,peroni,ham,turkey,pretzels
798,soda,olives,sarsaparilla,crackers,peroni,peppers,chicken
799,risotto,pretzels,apples,peppers,avocado,turkey,crackers
800,risotto,soda,tuna,crackers,peroni,avocado,ham
801,olives,sarsaparilla,coke,turkey,gelato,soda,apples
802,risotto,tuna,avocado,hummus,peroni,turkey,chicken
803,tuna,prosciutto,apples,olives,steak,sarsaparilla,sarsaparilla
804,avocado,crackers,hummus,peroni,ham,soda,peppers
805,risotto,tuna,avocado,hummus,peroni,crackers,crackers
806,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,soda
807,risotto,soda,tuna,crackers,peroni,sarsaparilla,gelato
808,avocado,crackers,hummus,peroni,ham,pretzels,prosciutto
809,tuna,prosciutto,olives,ham,turkey,sarsaparilla,soda
810,olives,sarsaparilla,coke,turkey,gelato,soda,prosciutto
811,risotto,pretzels,apples,peppers,avocado,tuna,ham
812,avocado,crackers,hummus,peroni,ham,olives,sarsaparilla
813,risotto,pretzels,apples,peppers,avocado,coke,prosciutto
814,pretzels,peroni,chicken,coke,gelato,tuna,hummus
815,soda,olives,sarsaparilla,crackers,peroni,risotto,tuna
816,risotto,pretzels,apples,peppers,avocado,hummus,peroni
817,olives,sarsaparilla,coke,turkey,gelato,ham,prosciutto
818,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,apples
819,soda,olives,sarsaparilla,crackers,peroni,apples,apples
820,risotto,tuna,avocado,hummus,peroni,crackers,pretzels
821,soda,olives,sarsaparilla,crackers,peroni,risotto,chicken
822,tuna,prosciutto,apples,olives,steak,pretzels,soda
823,risotto,soda,tuna,crackers,peroni,avocado,chicken
824,risotto,tuna,avocado,hummus,peroni,apples,apples
825,risotto,pretzels,apples,peppers,avocado,peroni,gelato
826,risotto,soda,tuna,crackers,peroni,coke,coke
827,pretzels,peroni,chicken,coke,gelato,crackers,apples
828,risotto,soda,tuna,crackers,peroni,steak,chicken
829,avocado,crackers,hummus,peroni,ham,steak,steak
830,risotto,tuna,avocado,hummus,peroni,ham,chicken
831,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,hummus
832,tuna,prosciutto,olives,ham,turkey,moscato,risotto
833,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,turkey
834,risotto,soda,tuna,crackers,peroni,hummus,chicken
835,pretzels,peroni,chicken,coke,gelato,apples,ham
836,olives,sarsaparilla,coke,turkey,gelato,tuna,pretzels
837,risotto,soda,tuna,crackers,peroni,apples,pretzels
838,risotto,tuna,avocado,hummus,peroni,apples,apples
839,risotto,tuna,avocado,hummus,peroni,moscato,ham
840,avocado,crackers,hummus,peroni,ham,olives,steak
841,risotto,soda,tuna,crackers,peroni,chicken,gelato
842,risotto,soda,tuna,crackers,peroni,sarsaparilla,olives
843,pretzels,peroni,chicken,coke,gelato,crackers,ham
844,avocado,crackers,hummus,peroni,ham,coke,soda
845,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,olives
846,risotto,pretzels,apples,peppers,avocado,sarsaparilla,sarsaparilla
847,tuna,prosciutto,olives,ham,turkey,chicken,apples
848,pretzels,peroni,chicken,coke,gelato,risotto,sarsaparilla
849,risotto,soda,tuna,crackers,peroni,prosciutto,hummus
850,olives,sarsaparilla,coke,turkey,gelato,risotto,peroni
851,avocado,crackers,hummus,peroni,ham,moscato,peppers
852,tuna,prosciutto,olives,ham,turkey,coke,apples
853,pretzels,peroni,chicken,coke,gelato,peppers,olives
854,tuna,prosciutto,olives,ham,turkey,hummus,risotto
855,soda,olives,sarsaparilla,crackers,peroni,tuna,steak
856,olives,sarsaparilla,coke,turkey,gelato,hummus,ham
857,risotto,pretzels,apples,peppers,avocado,steak,prosciutto
858,pretzels,peroni,chicken,coke,gelato,apples,hummus
859,tuna,prosciutto,olives,ham,turkey,gelato,steak
860,tuna,prosciutto,apples,olives,steak,moscato,turkey
861,prosciutto,peppers,sarsaparilla,crackers,chicken,risotto,hummus
862,risotto,pretzels,apples,peppers,avocado,crackers,peroni
863,tuna,prosciutto,olives,ham,turkey,avocado,hummus
864,olives,sarsaparilla,coke,turkey,gelato,steak,soda
865,tuna,prosciutto,olives,ham,turkey,steak,peroni
866,pretzels,peroni,chicken,coke,gelato,soda,apples
867,soda,olives,sarsaparilla,crackers,peroni,turkey,pretzels
868,tuna,prosciutto,apples,olives,steak,crackers,pretzels
869,risotto,pretzels,apples,peppers,avocado,coke,gelato
870,avocado,crackers,hummus,peroni,ham,moscato,tuna
871,tuna,prosciutto,apples,olives,steak,ham,ham
872,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,pretzels
873,tuna,prosciutto,olives,ham,turkey,hummus,sarsaparilla
874,tuna,prosciutto,apples,olives,steak,ham,coke
875,tuna,prosciutto,olives,ham,turkey,apples,sarsaparilla
876,risotto,soda,tuna,crackers,peroni,hummus,turkey
877,pretzels,peroni,chicken,coke,gelato,sarsaparilla,olives
878,avocado,crackers,hummus,peroni,ham,moscato,prosciutto
879,tuna,prosciutto,olives,ham,turkey,pretzels,steak
880,pretzels,peroni,chicken,coke,gelato,olives,prosciutto
881,soda,olives,sarsaparilla,crackers,peroni,chicken,apples
882,pretzels,peroni,chicken,coke,gelato,tuna,sarsaparilla
883,pretzels,peroni,chicken,coke,gelato,sarsaparilla,peppers
884,tuna,prosciutto,apples,olives,steak,moscato,risotto
885,avocado,crackers,hummus,peroni,ham,soda,sarsaparilla
886,risotto,tuna,avocado,hummus,peroni,olives,olives
887,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,tuna
888,olives,sarsaparilla,coke,turkey,gelato,soda,pretzels
889,pretzels,peroni,chicken,coke,gelato,peppers,crackers
890,avocado,crackers,hummus,peroni,ham,apples,peppers
891,risotto,tuna,avocado,hummus,peroni,olives,chicken
892,risotto,tuna,avocado,hummus,peroni,sarsaparilla,prosciutto
893,prosciutto,peppers,sarsaparilla,crackers,chicken,apples,soda
894,soda,olives,sarsaparilla,crackers,peroni,gelato,apples
895,risotto,tuna,avocado,hummus,peroni,steak,chicken
896,risotto,pretzels,apples,peppers,avocado,gelato,soda
897,pretzels,peroni,chicken,coke,gelato,hummus,prosciutto
898,pretzels,peroni,chicken,coke,gelato,risotto,hummus
899,avocado,crackers,hummus,peroni,ham,prosciutto,sarsaparilla
900,risotto,soda,tuna,crackers,peroni,pretzels,peppers
901,pretzels,peroni,chicken,coke,gelato,peppers,sarsaparilla
902,risotto,pretzels,apples,peppers,avocado,coke,steak
903,risotto,soda,tuna,crackers,peroni,apples,chicken
904,soda,olives,sarsaparilla,crackers,peroni,peppers,apples
905,soda,olives,sarsaparilla,crackers,peroni,turkey,tuna
906,soda,olives,sarsaparilla,crackers,peroni,turkey,avocado
907,tuna,prosciutto,apples,olives,steak,chicken,hummus
908,risotto,pretzels,apples,peppers,avocado,olives,turkey
